STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,ALK_OUT_MO,ALKCODE_MO,SSED_OUT_MO,SSEDCODE_MO,SI_OUT_MO,SICODE_MO,UTP_OUT_MO,UTPCODE_MO,TDP_OUT_MO,TDPCODE_MO,PO4P_OUT_MO,PO4PCODE_MO,PARTP_OUT_MO,PARTPCODE_MO,UTN_OUT_MO,UTNCODE_MO,TDN_OUT_MO,TDNCODE_MO,DON_OUT_MO,DONCODE_MO,PARTN_OUT_MO,PARTNCODE_MO,UTKN_OUT_MO,UTKNCODE_MO,TKN_OUT_MO,TKNCODE_MO,NH3N_OUT_MO,NH3NCODE_MO,NO3N_OUT_MO,NO3NCODE_MO,NA_OUT_MO,NACODE_MO,K_OUT_MO,KCODE_MO,CA_OUT_MO,CACODE_MO,MG_OUT_MO,MGCODE_MO,SO4S_OUT_MO,SO4SCODE_MO,CL_OUT_MO,CLCODE_MO,DOC_OUT_MO,DOCCODE_MO 
CF002,4,"GSWS08",1972,1972,2,P,34.19,E,42.58,E,35.87,E,19.76,EQ,,N,0.072,E,0.068,E,,N,,N,0.24,DE,0.14,DE,,N,,N,0.24,E,0.091,E,0.000,E,9.87,E,0.35,E,7.56,E,2.86,E,,N,,N,,N
CF002,4,"GSWS08",1972,1972,3,P,48.53,A,60.91,A,36.22,A,28.50,Q,,N,0.177,A,0.087,A,,N,,N,0.37,D,0.22,D,,N,,N,0.37,A,0.127,A,0.000,A,11.24,A,0.55,A,10.99,A,2.97,A,,N,,N,,N
CF002,4,"GSWS08",1972,1972,4,F,16.29,A,22.67,A,145.12,A,10.78,Q,,N,0.051,A,0.017,A,,N,,N,0.07,D,0.05,D,,N,,N,0.07,A,0.017,A,0.000,A,2.93,A,0.40,A,3.90,A,0.80,A,,N,,N,,N
CF002,4,"GSWS08",1972,1972,5,F,12.31,E,17.37,A,1.12,A,8.85,Q,,N,0.040,A,0.020,A,,N,,N,0.04,D,0.04,D,,N,,N,0.04,A,0.005,A,0.000,A,2.93,A,0.36,A,3.11,A,0.64,E,,N,,N,,N
CF002,4,"GSWS08",1972,1972,6,G,2.18,A,3.79,A,0.19,A,1.59,Q,,N,0.006,A,0.007,A,,N,,N,0.01,D,0.01,D,,N,,N,0.01,A,0.001,A,0.000,A,0.84,E,0.07,E,0.63,A,0.16,E,,N,,N,,N
CF002,4,"GSWS08",1972,1972,7,G,0.63,A,1.29,A,0.02,A,0.45,Q,,N,0.002,A,0.002,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.25,A,0.02,A,0.21,A,0.05,A,,N,,N,,N
CF002,4,"GSWS08",1972,1972,8,G,0.20,A,0.46,A,0.00,A,0.14,Q,,N,0.001,A,0.000,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.09,A,0.01,A,0.08,A,0.02,A,,N,,N,,N
CF002,4,"GSWS08",1972,1972,9,G,0.35,A,0.71,A,0.01,A,0.25,Q,,N,0.002,A,0.001,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.15,A,0.01,A,0.11,A,0.02,A,,N,,N,,N
CF002,4,"GSWS08",1973,1972,10,F,0.22,A,0.50,A,0.01,A,0.15,Q,,N,0.002,A,0.001,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.09,A,0.01,A,0.04,A,0.02,A,,N,,N,,N
CF002,4,"GSWS08",1973,1972,11,G,1.59,A,3.25,A,0.19,A,1.02,Q,,N,0.012,A,0.006,A,,N,,N,0.01,D,0.00,D,,N,,N,0.00,A,0.000,A,0.001,A,0.59,A,0.03,A,0.30,A,0.14,A,,N,,N,,N
CF002,4,"GSWS08",1973,1972,12,F,20.81,E,30.58,A,3.44,A,4.52,Q,,N,0.080,E,0.067,E,,N,,N,0.08,DE,0.08,DE,,N,,N,0.08,E,0.000,E,0.000,E,5.63,E,0.49,E,3.37,E,2.06,E,,N,,N,,N
CF002,4,"GSWS08",1973,1973,1,F,18.25,E,24.71,A,5.77,A,4.02,Q,,N,0.068,E,0.026,E,,N,,N,0.09,DE,0.09,DE,,N,,N,0.09,E,0.000,E,0.003,E,4.42,E,0.30,E,2.78,E,1.84,E,,N,,N,,N
CF002,4,"GSWS08",1973,1973,2,F,5.75,A,9.17,A,9.38,A,2.32,Q,,N,0.073,A,0.011,A,,N,,N,0.02,D,0.02,D,,N,,N,0.02,A,0.001,A,0.001,A,0.82,A,0.13,A,1.27,A,0.19,A,,N,,N,,N
CF002,4,"GSWS08",1973,1973,3,F,8.41,A,13.17,A,1.54,A,2.21,Q,,N,0.049,A,0.012,A,,N,,N,0.05,D,0.04,D,,N,,N,0.05,A,0.003,A,0.000,A,1.37,A,0.21,A,1.92,A,0.32,A,,N,,N,,N
CF002,4,"GSWS08",1973,1973,4,F,6.73,A,10.54,A,0.86,A,3.83,Q,,N,0.035,A,0.016,A,,N,,N,0.03,D,0.03,D,,N,,N,0.03,A,0.005,A,0.002,A,0.88,A,0.22,A,1.95,A,0.34,A,,N,,N,,N
CF002,4,"GSWS08",1973,1973,5,G,2.96,A,5.08,A,0.32,E,1.64,Q,,N,0.017,A,0.008,A,,N,,N,0.01,D,0.01,D,,N,,N,0.01,A,0.000,A,0.000,A,0.53,A,0.12,A,1.06,A,0.22,A,,N,,N,,N
CF002,4,"GSWS08",1973,1973,6,G,1.63,A,3.54,A,1.75,E,0.55,Q,,N,0.007,A,0.001,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.33,A,0.06,A,0.57,A,0.13,A,,N,,N,,N
CF002,4,"GSWS08",1973,1973,7,F,0.72,A,1.75,A,0.98,E,0.20,Q,,N,0.004,A,0.002,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.17,A,0.03,A,0.22,A,0.07,A,,N,,N,,N
CF002,4,"GSWS08",1973,1973,8,F,0.25,A,0.62,A,0.37,A,0.07,Q,,N,0.001,A,0.001,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.06,A,0.01,A,0.08,A,0.03,A,,N,,N,,N
CF002,4,"GSWS08",1973,1973,9,G,0.92,A,1.25,A,0.13,A,0.64,Q,,N,0.007,A,0.003,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.25,A,0.04,A,0.26,A,0.08,A,,N,,N,,N
CF002,4,"GSWS08",1974,1973,10,F,1.31,A,2.79,A,0.12,A,0.92,Q,,N,0.006,A,0.003,A,,N,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.63,A,0.13,A,0.53,A,0.10,A,,N,,N,,N
CF002,4,"GSWS08",1974,1973,11,F,27.61,A,50.29,A,8.00,A,8.62,Q,,N,0.085,A,0.036,A,,N,,N,0.07,D,,N,,N,,N,0.07,A,,N,0.001,A,7.57,A,1.95,A,8.62,A,1.66,A,,N,,N,,N
CF002,4,"GSWS08",1974,1973,12,F,45.90,A,71.45,A,16.55,A,14.64,Q,,N,0.130,A,0.162,A,,N,,N,0.18,D,,N,,N,,N,0.18,A,,N,0.000,A,9.91,A,3.30,A,12.47,A,2.43,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,1,F,41.99,A,61.54,A,26.48,A,18.06,Q,,N,0.116,A,0.117,A,,N,,N,0.13,D,,N,,N,,N,0.13,A,,N,0.000,A,7.41,A,2.61,A,10.33,A,1.99,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,2,F,18.45,A,27.33,A,11.14,A,11.74,Q,,N,0.080,A,0.041,A,,N,,N,0.10,D,,N,,N,,N,0.10,A,,N,0.000,A,3.47,A,1.01,A,4.66,A,0.89,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,3,F,27.33,A,42.04,A,4.32,A,13.94,Q,,N,0.172,A,0.054,E,,N,,N,0.10,D,,N,,N,,N,0.10,A,,N,0.001,A,6.30,A,1.60,A,7.62,A,1.46,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,4,F,24.96,A,40.00,A,1.76,A,8.82,Q,,N,0.166,A,0.041,E,,N,,N,0.05,D,,N,,N,,N,0.05,A,,N,0.006,A,6.63,A,1.90,A,7.20,A,1.35,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,5,F,18.87,A,29.79,A,1.02,A,7.86,Q,,N,0.124,E,0.031,E,,N,,N,0.04,DE,,N,,N,,N,0.04,E,,N,0.002,E,4.97,A,1.40,A,5.28,A,1.02,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,6,F,5.64,A,9.42,A,0.43,A,2.36,Q,,N,0.023,A,0.012,A,,N,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,1.52,A,0.39,A,1.64,A,0.32,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,7,G,1.22,A,2.50,A,0.06,A,0.59,Q,,N,0.006,A,0.003,E,,N,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.43,A,0.11,A,0.46,A,0.09,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,8,G,0.39,A,0.83,A,0.05,A,0.23,Q,,N,0.002,A,0.001,A,,N,,N,0.00,DE,,N,,N,,N,0.00,A,,N,0.000,E,0.15,A,0.03,A,0.16,A,0.03,A,,N,,N,,N
CF002,4,"GSWS08",1974,1974,9,F,0.11,A,0.25,A,0.02,A,0.06,Q,,N,0.001,A,0.000,A,,N,,N,0.00,DE,,N,,N,,N,0.00,A,,N,0.000,E,0.04,A,0.01,A,0.04,A,0.01,A,,N,,N,,N
CF002,4,"GSWS08",1975,1974,10,F,0.15,A,0.33,A,0.01,A,0.07,Q,0.001,E,0.001,A,0.000,A,0.000,DE,,N,0.00,DE,,N,,N,,N,0.00,A,,N,0.000,E,0.06,A,0.01,A,0.05,A,0.01,A,,N,,N,,N
CF002,4,"GSWS08",1975,1974,11,F,2.45,A,5.04,A,0.07,A,1.38,Q,0.012,A,0.016,A,0.006,A,0.000,D,,N,,N,,N,,N,,N,0.02,A,,N,,N,0.87,A,0.12,A,0.75,A,0.14,A,,N,,N,,N
CF002,4,"GSWS08",1975,1974,12,F,23.02,A,36.04,A,8.58,A,9.85,Q,0.088,E,0.091,A,0.048,A,0.000,DE,,N,,N,,N,,N,,N,0.21,A,,N,,N,5.78,A,1.00,A,5.61,A,1.22,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,1,F,36.02,A,50.71,A,7.24,A,8.56,Q,0.151,E,0.096,A,0.061,A,0.058,DE,,N,,N,,N,,N,,N,0.28,A,,N,,N,8.66,A,1.54,A,8.32,A,1.83,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,2,F,21.33,A,25.96,A,4.51,A,4.44,Q,0.140,A,0.117,A,0.036,A,0.023,D,,N,,N,,N,,N,,N,0.20,A,,N,,N,4.95,A,0.72,A,4.61,A,0.99,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,3,F,18.40,A,22.71,A,2.62,A,8.46,Q,0.102,A,0.087,A,0.028,A,0.015,D,,N,,N,,N,,N,,N,0.13,A,,N,,N,3.81,A,0.54,A,3.35,A,0.70,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,4,G,9.69,A,10.33,A,0.47,A,3.83,Q,0.066,A,0.038,A,0.014,A,0.027,D,,N,,N,,N,,N,,N,0.02,A,,N,,N,2.52,A,0.35,A,2.47,A,0.49,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,5,G,20.50,A,27.96,A,1.67,A,12.24,Q,0.105,A,0.056,A,0.029,A,0.049,D,,N,0.04,DE,,N,,N,,N,0.09,A,,N,0.000,E,5.20,A,0.82,A,5.59,A,1.02,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,6,G,1.90,A,3.33,E,1.23,E,0.81,Q,0.009,A,0.007,A,0.003,A,0.002,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.62,A,0.09,A,0.62,A,0.11,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,7,F,0.89,A,1.83,E,1.59,A,0.20,Q,0.004,A,0.002,A,0.002,A,0.001,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.36,A,0.05,A,0.35,A,0.07,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,8,F,0.57,A,1.29,E,1.25,A,0.15,Q,0.002,A,0.002,A,0.001,A,0.001,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.26,A,0.03,A,0.24,A,0.04,A,,N,,N,,N
CF002,4,"GSWS08",1975,1975,9,F,0.23,A,0.50,E,0.33,A,0.06,Q,0.002,A,0.001,A,0.001,A,0.000,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.11,A,0.02,A,0.10,A,0.02,A,,N,,N,,N
CF002,4,"GSWS08",1976,1975,10,F,3.97,A,7.46,A,1.27,A,2.65,Q,0.027,A,0.023,A,0.009,A,0.005,D,,N,0.03,D,,N,,N,,N,0.03,A,,N,0.000,A,1.38,A,0.17,A,1.56,A,0.28,A,,N,,N,,N
CF002,4,"GSWS08",1976,1975,11,P,14.97,E,23.67,A,2.97,A,7.65,Q,0.077,A,0.068,A,0.032,A,0.010,D,,N,0.07,D,,N,,N,,N,0.06,A,,N,0.015,A,4.03,A,0.54,A,5.48,A,0.91,A,,N,,N,,N
CF002,4,"GSWS08",1976,1975,12,P,36.56,E,56.08,A,9.57,A,17.31,Q,0.154,A,0.111,A,0.085,A,0.043,D,,N,0.30,D,,N,,N,,N,0.28,A,,N,0.033,A,8.79,A,1.22,A,12.20,A,2.00,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,1,G,34.01,A,50.04,A,180.67,A,15.71,Q,0.184,A,0.145,A,0.094,A,0.039,D,,N,0.21,D,,N,,N,,N,0.18,A,,N,0.023,A,7.69,A,1.05,A,10.70,A,1.91,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,2,F,12.22,E,17.75,A,35.37,A,5.11,Q,0.052,A,0.048,A,0.023,A,0.004,D,,N,0.08,D,,N,,N,,N,0.06,A,,N,0.009,A,3.02,A,0.49,A,3.65,A,0.57,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,3,F,12.36,E,19.37,A,3.04,A,5.46,Q,0.051,A,0.042,A,0.018,A,0.009,D,,N,0.11,DE,,N,,N,,N,0.10,E,,N,0.015,A,3.15,A,0.52,A,3.88,A,0.60,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,4,F,19.90,A,30.37,A,1.69,A,7.86,Q,0.060,A,0.052,A,0.032,A,0.008,D,,N,0.08,D,,N,,N,,N,0.07,A,,N,0.007,A,5.14,A,0.70,A,6.52,A,1.00,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,5,F,10.48,A,15.71,A,1.17,A,4.17,Q,0.041,A,0.039,A,0.015,A,0.002,D,,N,0.03,D,,N,,N,,N,0.02,A,,N,0.002,A,2.68,A,0.40,A,3.70,A,0.53,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,6,F,1.66,E,3.08,A,0.91,A,0.75,Q,0.012,A,0.010,A,0.005,A,0.002,D,,N,0.01,DE,,N,,N,,N,0.01,E,,N,0.000,A,0.56,A,0.08,A,0.67,A,0.11,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,7,F,0.76,A,1.67,A,0.02,A,0.43,Q,0.009,A,0.008,A,0.002,A,0.001,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.31,A,0.04,A,0.33,A,0.06,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,8,F,0.71,A,1.62,A,0.00,A,0.32,Q,0.004,A,0.003,A,0.002,A,0.001,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.32,A,0.04,A,0.31,A,0.05,A,,N,,N,,N
CF002,4,"GSWS08",1976,1976,9,F,0.30,A,0.71,A,0.01,A,0.19,Q,0.002,A,0.002,A,0.001,A,0.000,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.14,A,0.02,A,0.14,A,0.02,A,,N,,N,,N
CF002,4,"GSWS08",1977,1976,10,F,0.40,A,0.96,A,0.02,A,0.22,Q,0.003,A,0.002,A,0.001,A,0.000,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.18,A,0.03,A,0.18,A,0.03,A,,N,,N,,N
CF002,4,"GSWS08",1977,1976,11,F,0.73,A,1.67,A,0.03,A,0.46,Q,0.004,A,0.004,A,0.002,A,0.001,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.33,A,0.05,A,0.33,A,0.06,A,,N,,N,,N
CF002,4,"GSWS08",1977,1976,12,F,0.48,A,1.08,A,0.02,A,0.20,Q,0.005,A,0.003,A,0.001,A,0.001,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.22,A,0.03,A,0.20,A,0.03,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,1,F,0.81,A,1.75,A,0.04,A,0.38,Q,0.004,A,0.003,A,0.002,A,0.000,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.36,A,0.05,A,0.31,A,0.05,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,2,G,0.66,E,1.29,A,0.02,A,0.37,Q,0.004,A,0.002,A,0.001,A,0.002,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.26,A,0.04,A,0.22,A,0.04,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,3,G,6.74,E,11.83,A,0.60,A,3.00,Q,0.028,A,0.025,A,0.014,A,0.003,D,,N,0.03,D,,N,,N,,N,0.03,A,,N,0.005,A,2.03,A,0.37,A,2.23,A,0.38,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,4,F,15.71,A,27.41,A,1.95,A,7.01,Q,0.109,A,0.059,A,0.032,A,0.050,D,,N,0.09,D,,N,,N,,N,0.07,A,,N,0.016,A,3.97,A,0.73,A,5.27,A,0.86,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,5,F,10.17,A,18.75,A,0.76,A,4.22,Q,0.065,A,0.036,A,0.020,A,0.029,D,,N,0.04,D,,N,,N,,N,0.04,A,,N,0.000,A,2.54,A,0.28,A,3.45,A,0.51,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,6,F,3.76,A,7.21,A,0.14,A,1.89,Q,0.016,A,0.011,A,0.010,A,0.005,D,,N,0.02,D,,N,,N,,N,0.02,A,,N,0.000,A,1.00,A,0.13,A,1.42,A,0.20,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,7,F,1.06,A,2.42,A,0.06,A,0.78,Q,0.004,A,0.004,A,0.003,A,0.001,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.35,A,0.05,A,0.46,A,0.06,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,8,F,0.54,A,1.46,A,0.03,A,0.41,Q,0.003,A,0.003,A,0.001,A,0.000,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.21,A,0.03,A,0.27,A,0.04,A,,N,,N,,N
CF002,4,"GSWS08",1977,1977,9,F,0.95,A,2.42,A,0.04,A,0.75,Q,0.007,A,0.006,A,0.003,A,0.001,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.37,A,0.05,A,0.46,A,0.07,A,,N,,N,,N
CF002,4,"GSWS08",1978,1977,10,P,1.49,A,3.50,A,0.07,A,1.25,Q,0.008,A,0.006,A,0.005,A,0.002,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.60,A,0.08,A,0.60,A,0.10,A,,N,,N,,N
CF002,4,"GSWS08",1978,1977,11,P,29.90,A,41.00,A,98.34,A,17.39,Q,0.172,A,0.119,A,0.061,A,0.053,D,,N,0.21,D,,N,,N,,N,0.21,A,,N,0.003,A,6.71,A,1.12,A,7.71,A,1.43,A,,N,,N,,N
CF002,4,"GSWS08",1978,1977,12,F,48.13,A,61.95,A,80.07,A,20.89,Q,0.213,A,0.175,A,0.116,A,0.038,D,,N,0.26,D,,N,,N,,N,0.26,A,,N,0.016,A,9.90,A,1.79,A,11.67,A,2.20,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,1,F,15.55,A,25.87,A,0.69,A,6.22,Q,0.082,A,0.058,A,0.028,A,0.024,D,,N,0.08,D,,N,,N,,N,0.07,A,,N,0.007,A,3.84,A,0.62,A,4.12,A,0.82,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,2,F,12.73,A,18.83,A,1.07,A,2.04,Q,0.044,A,0.036,A,0.035,A,0.008,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,3.43,A,0.73,A,3.59,A,0.70,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,3,F,3.80,A,6.50,A,0.09,A,1.53,Q,0.016,A,0.012,A,0.007,A,0.004,D,,N,0.02,D,,N,,N,,N,0.02,A,,N,0.000,A,1.10,A,0.20,A,1.11,A,0.21,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,4,F,8.47,A,14.12,A,0.67,A,4.60,Q,0.043,A,0.041,A,0.020,A,0.002,D,,N,0.03,D,,N,,N,,N,0.03,A,,N,0.003,A,2.39,A,0.35,A,2.42,A,0.47,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,5,F,8.43,A,14.54,A,0.35,A,6.32,Q,0.040,A,0.035,A,0.022,A,0.005,D,,N,0.03,D,,N,,N,,N,0.03,A,,N,0.001,A,2.38,A,0.35,A,2.62,A,0.51,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,6,F,2.33,A,4.46,A,0.10,A,1.59,Q,0.012,A,0.010,A,0.006,A,0.002,D,0.01,DE,0.01,D,,N,0.00,DE,0.01,E,0.01,A,,N,0.000,A,0.74,A,0.11,A,0.77,A,0.15,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,7,F,1.32,A,2.83,A,0.05,A,0.85,Q,0.010,A,0.007,A,0.004,A,0.003,D,0.01,D,0.01,D,,N,0.00,D,0.01,A,0.01,A,,N,0.000,A,0.51,A,0.06,A,0.49,A,0.10,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,8,F,1.11,A,2.58,A,0.20,A,0.87,Q,0.010,A,0.008,A,0.003,A,0.002,D,0.01,D,0.00,D,,N,0.00,D,0.01,A,0.00,A,,N,0.000,A,0.47,A,0.06,A,0.43,A,0.08,A,,N,,N,,N
CF002,4,"GSWS08",1978,1978,9,F,2.07,A,4.62,A,0.10,A,1.77,Q,0.015,E,0.009,A,0.006,A,0.006,DE,0.02,D,0.02,D,0.00,DE,0.00,D,0.01,A,0.01,A,0.002,E,0.012,A,0.79,A,0.12,A,0.81,A,0.15,A,0.02,E,0.25,E,,N
CF002,4,"GSWS08",1979,1978,10,F,0.67,A,1.62,A,0.01,A,0.54,Q,0.004,E,0.003,A,0.002,A,0.001,DE,0.00,D,0.00,D,0.00,D,0.00,D,0.00,A,0.00,A,0.001,A,0.000,A,0.24,A,0.05,A,0.31,A,0.05,A,0.01,A,0.07,A,,N
CF002,4,"GSWS08",1979,1978,11,F,2.14,A,3.79,A,0.10,A,1.00,Q,0.008,A,0.007,A,0.006,A,0.001,D,0.01,D,0.01,D,0.01,DE,0.00,D,0.01,A,0.01,A,0.001,E,0.001,A,0.55,A,0.14,A,0.79,A,0.12,A,0.03,A,0.21,A,,N
CF002,4,"GSWS08",1979,1978,12,F,16.96,A,28.91,A,1.07,A,7.84,Q,0.058,A,0.050,A,0.040,A,0.008,D,0.07,D,0.06,D,0.03,D,0.01,D,0.07,A,0.06,A,0.029,A,0.006,A,3.81,A,1.06,E,7.19,A,0.85,A,0.25,A,2.06,A,,N
CF002,4,"GSWS08",1979,1979,1,F,8.44,A,13.37,A,1.58,A,4.40,Q,0.036,A,0.029,A,0.022,A,0.007,D,0.03,D,0.02,D,0.01,D,0.01,D,0.03,A,0.02,A,0.008,A,0.001,A,2.03,A,0.50,E,3.18,E,0.42,A,0.11,A,0.84,A,,N
CF002,4,"GSWS08",1979,1979,2,F,26.10,A,38.54,A,13.07,A,14.88,Q,0.095,A,0.081,A,0.063,A,0.014,D,0.10,D,0.04,D,0.03,D,0.06,D,0.10,A,0.04,A,0.011,A,0.004,A,5.24,A,1.51,A,8.46,A,1.21,A,0.23,A,2.19,A,,N
CF002,4,"GSWS08",1979,1979,3,F,21.87,E,33.33,A,1.05,A,13.48,Q,0.080,A,0.067,A,0.048,A,0.013,D,0.06,D,0.02,D,0.01,D,0.03,D,0.06,A,0.02,A,0.012,A,0.003,A,4.37,A,1.07,A,7.04,A,1.08,A,0.38,A,1.53,A,,N
CF002,4,"GSWS08",1979,1979,4,F,15.81,A,25.54,A,1.01,A,11.38,Q,0.073,A,0.060,A,0.039,A,0.013,D,0.05,D,0.03,D,0.01,D,0.02,D,0.05,A,0.03,A,0.027,A,0.003,A,3.35,A,0.60,A,5.22,A,0.84,A,0.36,A,0.97,A,,N
CF002,4,"GSWS08",1979,1979,5,F,9.85,A,16.46,A,0.96,A,7.50,Q,0.056,A,0.044,A,0.026,A,0.012,D,0.04,DE,0.06,D,0.04,D,0.01,DE,0.04,E,0.06,A,0.021,A,0.001,A,2.16,A,0.39,A,3.28,A,0.53,A,0.24,A,0.78,A,,N
CF002,4,"GSWS08",1979,1979,6,F,1.30,A,2.58,A,0.02,A,1.07,Q,0.007,A,0.006,A,0.004,A,0.001,D,0.00,D,0.00,D,0.00,D,0.00,D,0.00,A,0.00,A,0.000,A,0.000,A,0.38,A,0.06,A,0.53,A,0.08,A,0.05,A,0.12,A,,N
CF002,4,"GSWS08",1979,1979,7,F,0.52,A,1.12,A,0.03,A,0.44,Q,0.003,A,0.003,A,0.002,A,0.001,D,0.00,D,0.00,D,0.00,D,0.00,D,0.00,A,0.00,A,0.001,A,0.000,A,0.17,A,0.03,A,0.23,A,0.04,A,0.02,A,0.05,A,,N
CF002,4,"GSWS08",1979,1979,8,G,0.26,A,0.62,A,0.00,A,0.23,Q,0.001,A,0.001,A,0.001,A,0.000,D,0.00,D,0.00,D,0.00,D,0.00,D,0.00,A,0.00,A,0.000,A,0.000,A,0.10,A,0.02,A,0.13,A,0.02,A,0.01,A,0.02,A,,N
CF002,4,"GSWS08",1979,1979,9,F,0.35,A,0.87,A,0.00,A,0.35,Q,0.002,A,0.001,A,0.001,A,0.000,D,0.00,D,0.00,D,0.00,D,0.00,D,0.00,A,0.00,A,0.000,A,0.000,A,0.14,A,0.02,A,0.17,A,0.03,A,0.01,A,0.03,A,,N
CF002,4,"GSWS08",1980,1979,10,F,1.58,A,3.58,A,0.07,A,1.40,Q,0.011,A,0.010,A,0.006,A,0.001,D,0.01,D,0.01,D,0.01,D,0.00,D,0.01,A,0.01,A,0.001,A,0.000,A,0.67,A,0.10,E,0.68,A,0.13,A,,N,,N,,N
CF002,4,"GSWS08",1980,1979,11,F,5.07,A,9.33,A,0.77,A,3.99,Q,0.029,A,0.027,A,0.017,A,0.003,D,0.03,D,0.03,D,0.02,D,0.00,D,0.03,A,0.02,A,0.007,A,0.002,A,1.64,A,0.29,A,1.76,A,0.35,A,,N,,N,,N
CF002,4,"GSWS08",1980,1979,12,F,13.28,A,23.92,A,3.37,A,10.56,Q,0.067,A,0.056,A,0.032,A,0.012,D,0.06,D,0.04,D,0.03,D,0.01,D,0.05,A,0.04,A,0.015,A,0.006,A,3.80,A,0.73,A,4.23,A,0.84,A,,N,,N,,N
